parent_id,parent_name,length_meters,dip_degrees_min,dip_degrees_max,dip_degrees_mean,upper_depth_km_min,upper_depth_km_max,upper_depth_km_mean,lower_depth_km_min,lower_depth_km_max,lower_depth_km_mean
298,White Wolf,63327.359,75.0,75.0,75.0,0.0,0.0,0.0,14.6,14.6,14.6
299,White Wolf (extension),45931.652,75.0,75.0,75.0,0.0,0.0,0.0,14.6,14.6,14.6
300,Whittier,46099.829,70.0,70.0,70.0,0.0,0.0,0.0,12.4,12.4,12.4
303,Yorba Linda,17531.75,90.0,90.0,90.0,0.0,0.0,0.0,13.3,13.3,13.3
304,Zayante - Vergeles,90209.786,90.0,90.0,90.0,0.0,0.0,0.0,12.0,12.0,12.0
310,Airport Lake (south),30098.113,50.0,50.0,50.0,0.0,0.0,0.0,13.0,13.0,13.0
311,Bear Creek,14654.568,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
312,Catalina,50380.673,90.0,90.0,90.0,0.0,0.0,0.0,11.0,11.0,11.0
313,Chico Monocline,68824.461,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
314,Cohasset Ridge,27842.985,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
315,Corning,67355.768,75.0,75.0,75.0,0.0,0.0,0.0,15.0,15.0,15.0
316,Crafton Hills,24396.993,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
317,Extra,39032.118,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
318,Grizzly Valley,41439.09,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
319,Grogan,57054.74,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
320,Independence (north),15639.243,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
321,Inks Creek - Hooker Dome,32962.328,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
322,Lake Peak,11563.037,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
323,Lausuen Knoll,42140.505,23.0,23.0,23.0,1.0,1.0,1.0,8.3,8.3,8.3
324,Lost Man,63809.089,35.0,35.0,35.0,0.0,0.0,0.0,15.0,15.0,15.0
325,Mayfield,32064.854,60.0,60.0,60.0,0.0,0.0,0.0,9.6,9.6,9.6
326,McArthur,58177.019,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
327,Mid Channel,42231.504,21.0,21.0,21.0,4.8,4.8,4.8,12.5,12.5,12.5
328,Midway,12874.702,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
329,Murrieta Hot Springs,13745.467,90.0,90.0,90.0,0.0,0.0,0.0,14.2,14.2,14.2
330,Noyo Basin,41207.22,75.0,75.0,75.0,0.0,0.0,0.0,15.0,15.0,15.0
331,Paxton Ranch,43581.81,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
332,Pfieffer Point,26576.714,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
333,Pitas Point,59226.406,64.0,64.0,64.0,1.1,1.1,1.1,15.0,15.0,15.0
334,Red Bluff,38276.056,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
335,Red Hill,14152.686,45.0,45.0,45.0,0.0,0.0,0.0,13.0,13.0,13.0
336,Reservoir Canyon,13503.984,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
337,Robinson Creek (south),7499.967,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
338,Salt Wells Valley,23083.158,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
339,San Felipe,123965.887,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
340,San Mateo,20954.942,45.0,45.0,45.0,0.0,0.0,0.0,15.0,15.0,15.0
341,Santa Cruz - San Clemente,64226.491,90.0,90.0,90.0,0.0,0.0,0.0,11.0,11.0,11.0
342,Silver Lake,33528.682,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
343,Slinkard Valley,18289.97,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
344,Sonora Basin,25613.115,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
346,Southampton,24911.024,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
347,Surpur Creek,32607.561,35.0,35.0,35.0,0.0,0.0,0.0,15.0,15.0,15.0
348,"Big Valley (unnamed, proxy)",52444.829,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
349,Pondosa (proxy),64916.904,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
350,South Mono (proxy),61638.454,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
351,"Susanville - Eagle Lake (unnamed, proxy)",58736.221,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
352,Walnut Creek,15536.641,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
353,West Tracy,24956.81,60.0,60.0,60.0,0.0,0.0,0.0,15.0,15.0,15.0
354,South Napa,22943.999,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
355,Cox Ranch,16693.037,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
356,Morongo Valley,15246.545,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
357,Carlsbad Ridge,24239.716,80.0,80.0,80.0,0.0,0.0,0.0,15.0,15.0,15.0
700,San Andreas (Coachella),69500.976,75.0,75.0,75.0,0.0,0.0,0.0,11.1,11.1,11.1
701,San Andreas (San Gorgonio Pass - Garnet Hill),61253.918,75.0,75.0,75.0,0.0,0.0,0.0,12.8,12.8,12.8
702,"San Andreas (San Bernardino, south)",43316.105,75.0,75.0,75.0,0.0,0.0,0.0,12.8,12.8,12.8
703,"San Andreas (San Bernardino, north)",35245.041,75.0,75.0,75.0,0.0,0.0,0.0,12.8,12.8,12.8
704,"San Andreas (Mojave,  south)",97351.81,90.0,90.0,90.0,0.0,0.0,0.0,13.1,13.1,13.1
705,"San Andreas (Mojave,  north)",36701.793,90.0,90.0,90.0,0.0,0.0,0.0,15.1,15.1,15.1
706,San Andreas (Big Bend),49537.859,90.0,90.0,90.0,0.0,0.0,0.0,15.1,15.1,15.1
707,San Andreas (Carrizo),59060.064,90.0,90.0,90.0,0.0,0.0,0.0,15.1,15.1,15.1
708,San Andreas (Cholame),62653.931,90.0,90.0,90.0,0.0,0.0,0.0,12.0,12.0,12.0
709,San Andreas (Parkfield),36505.069,90.0,90.0,90.0,0.0,0.0,0.0,10.2,10.2,10.2
710,San Andreas (Creeping),121420.551,90.0,90.0,90.0,0.0,0.0,0.0,12.0,12.0,12.0
711,San Andreas (Santa Cruz Mountains),62481.034,79.0,79.0,79.0,0.0,0.0,0.0,15.0,15.0,15.0
712,San Andreas (Peninsula),99933.673,90.0,90.0,90.0,0.0,0.0,0.0,13.0,13.0,13.0
713,San Andreas (North Coast),171193.375,90.0,90.0,90.0,0.0,0.0,0.0,11.0,11.0,11.0
714,San Andreas (Offshore),144290.678,90.0,90.0,90.0,0.0,0.0,0.0,11.0,11.0,11.0
715,San Andreas (Banning),30896.078,60.0,60.0,60.0,0.0,0.0,0.0,12.8,12.8,12.8
800,San Jacinto (Superstition Mountain),26238.244,90.0,90.0,90.0,0.0,0.0,0.0,12.4,12.4,12.4
801,San Jacinto (Borrego),34244.426,90.0,90.0,90.0,0.0,0.0,0.0,13.1,13.1,13.1
802,San Jacinto (Coyote Creek),42873.79,90.0,90.0,90.0,0.0,0.0,0.0,15.9,15.9,15.9
803,San Jacinto (Clark),65683.212,90.0,90.0,90.0,0.0,0.0,0.0,16.8,16.8,16.8
804,San Jacinto (Anza),46113.182,90.0,90.0,90.0,0.0,0.0,0.0,16.8,16.8,16.8
805,San Jacinto (stepover),24744.156,90.0,90.0,90.0,0.0,0.0,0.0,16.5,16.5,16.5
806,San Jacinto (San Jacinto Valley),18465.588,90.0,90.0,90.0,0.0,0.0,0.0,16.1,16.1,16.1
807,San Jacinto (San Bernardino),35079.149,90.0,90.0,90.0,0.0,0.0,0.0,16.1,16.1,16.1
840,Elsinore (Coyote Mountains),38782.755,82.0,82.0,82.0,0.0,0.0,0.0,13.2,13.2,13.2
841,Elsinore (Julian),75384.132,84.0,84.0,84.0,0.0,0.0,0.0,18.8,18.8,18.8
842,Elsinore (Temecula),40023.873,90.0,90.0,90.0,0.0,0.0,0.0,14.2,14.2,14.2
843,Elsinore (stepover),11789.226,90.0,90.0,90.0,0.0,0.0,0.0,13.7,13.7,13.7
844,Elsinore (Glen Ivy),25814.546,90.0,90.0,90.0,0.0,0.0,0.0,13.2,13.2,13.2
880,Garlock (west),97380.386,90.0,90.0,90.0,0.0,0.0,0.0,14.7,14.7,14.7
881,Garlock (center),110506.471,90.0,90.0,90.0,0.0,0.0,0.0,11.5,11.5,11.5
882,Garlock (east),44888.048,90.0,90.0,90.0,0.0,0.0,0.0,11.5,11.5,11.5
900,"Hayward (south, extension)",23155.934,82.0,82.0,82.0,0.0,0.0,0.0,5.1,5.1,5.1
901,Hayward (south),54493.475,76.0,76.0,76.0,0.0,0.0,0.0,13.4,13.4,13.4
902,Hayward (north),51662.135,82.0,82.0,82.0,0.0,0.0,0.0,11.1,11.1,11.1
903,Rodgers Creek - Healdsburg,79847.547,77.0,77.0,77.0,0.0,0.0,0.0,12.0,12.0,12.0
920,"Calaveras (south, Paicines)",59726.103,77.0,77.0,77.0,0.0,0.0,0.0,13.0,13.0,13.0
921,Calaveras (south),26737.258,85.0,85.0,85.0,0.0,0.0,0.0,9.5,9.5,9.5
922,Calaveras (center),52311.154,77.0,77.0,77.0,0.0,0.0,0.0,11.0,11.0,11.0
923,Calaveras (north),48564.924,80.0,80.0,80.0,0.0,0.0,0.0,14.0,14.0,14.0
1000,Antelope Valley,35360.896,50.0,50.0,50.0,0.0,0.0,0.0,13.0,13.0,13.0
1001,Genoa (south),28461.671,50.0,50.0,50.0,0.0,0.0,0.0,13.0,13.0,13.0
1002,Incline Village,20705.432,50.0,50.0,50.0,0.0,0.0,0.0,11.4,11.4,11.4
1003,Antelope Range - Kingsley Mountains,71349.563,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1004,Bare Mountain,19465.36,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1005,Battle Mountain,17395.065,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1006,Benton Spring (south),85668.854,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1007,Beowawe,27262.315,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1008,Bettles Well - Petrified Springs,71235.236,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1009,Black Hills,8827.293,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1010,Black Rock,79396.402,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1011,Bloody Run Hills,27262.554,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1012,Bonham Ranch,56386.321,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1013,Buena Vista Valley,92856.944,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1014,Buffalo Creek,28666.95,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1015,Buffalo Mountain,18058.518,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1016,Buffalo Valley,41150.587,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1017,Butte Mountains,59522.111,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1018,California Wash,26118.389,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1019,Carico Lake Valley,30570.842,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1020,Carson City,16329.881,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1023,Clan Alpine,35540.119,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1024,Coaldale,65081.435,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1026,Cortez Mountain,67174.679,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1027,Coyote Spring,15963.789,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1028,Crescent Dunes,45429.809,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1029,Desatoya Mountains (south),17310.86,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1030,Diamond Mountains,85624.24,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1032,Dixie Valley,119600.7,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1033,Dry Lake,58187.451,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1034,Dry Valley - Smoke Creek Ranch,50352.881,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1035,Duck Flat,16409.13,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1036,Dunn Glenn,18707.056,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1037,Eastern Bilk Creek Mountains,31569.925,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1038,Eastern Edwards Creek Valley,38424.175,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1039,Eastern Granite Range,19722.39,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1040,Eastern Independence Valley,48055.028,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1041,Eastern Monitor Range (north),34303.537,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1043,Eastern Osgood Mountains,29910.707,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1044,Eastern Pine Forest Range,64289.442,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1045,Lake Range,48070.889,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1047,Edna Mountain,35690.31,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1048,Eglington,11083.246,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1049,Emigrant Peak,17775.169,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1050,Eugene Mountains,10141.447,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1051,Fairview,34331.425,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1052,Excelsior Mountains (unnamed),26598.121,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1053,Fox Range,34403.786,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1054,Freds Mountain,29760.868,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1055,Frenchman Mountain,21233.644,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1057,Granite Springs Valley,49932.728,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1058,Grass Valley,54080.213,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1059,Hiko,15592.876,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1060,Hoppins Peak,103412.893,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1061,Hot Springs,24300.565,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1062,Huntoon Valley (north),10355.72,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1063,Independence Valley,53287.966,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1064,Indian Head,15299.581,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1065,Indian Hill,8140.536,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1066,Ione Valley,78983.654,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1067,Jackson Mountains,74658.995,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1068,Jakes Valley,35572.225,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1069,Jersey Valley,34244.808,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1070,Kane Spring Wash,42663.682,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1071,Kawich Range - Hot Creek Ranges,121958.772,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1072,Kings Canyon,17644.02,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1073,Little Fish Lake Valley,43786.884,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1074,Little Valley,18226.703,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1075,Lone Mountain,30274.737,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1078,Middlegate,38622.226,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1079,Montana Mountains - Desert Valley,102015.588,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1080,Monte Cristo Valley,29291.943,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1082,Mount Rose,34273.299,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1084,Northern Butte Valley,16608.849,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1085,Northern Huntington Valley,26284.255,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1086,Northern Roberts Mountains,22510.339,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1087,Northern Simpson Park Mountains,12884.738,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1088,Paradise Range,42867.707,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1089,Peavine Peak,12694.57,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1090,Penoyer,56623.794,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1091,Petersen Mountain (west),24819.108,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1092,Petersen Mountain (east),16399.374,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1094,Pyramid Lake,48447.774,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1095,Railroad Valley,154561.671,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1096,Rainbow Mountain,72320.46,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1097,Rattlesnake Flat,15064.602,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1098,Ruby Mountains (north),39702.447,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1099,Ruby Mountains (south),21615.06,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1100,Ruby Valley,81698.063,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1101,Sand Springs Range,33492.62,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1102,San Emidio,33999.113,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1103,Schell Creek Range,104517.133,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1104,Selenite Range,18079.756,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1105,Seven Troughs Range,39538.206,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1106,Sheep Basin,34247.566,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1107,Sheep Creek Range (west),9265.623,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1108,Shoshone Range,125012.552,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1109,Simpson Park Mountains,72638.333,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1110,Singatse Range,33674.391,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1111,Smith Valley (north),51723.746,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1112,Southwest Reese River Valley,80191.881,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1113,Spanish Springs Peak,8346.856,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1114,Spanish Springs Valley,21562.873,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1115,Spruce Mountain Ridge,32798.376,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1116,The Lava Beds (east),26408.992,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1117,Toiyabe Range,127394.884,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1118,Teels Marsh (unnamed),9599.672,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1119,Warm Springs Valley,87262.762,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1120,Wassuk Range,119891.881,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1122,Western Granite Range,28068.933,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1123,Western Humboldt Range,78594.501,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1125,Western Toiyabe Range,91645.57,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1126,West Gate,24781.171,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1127,West Spring Mountains,53014.874,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1128,White River Valley,105251.09,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1138,Agai Pah Hills,17482.91,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1139,Antelope Peak,40928.768,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1140,Antelope Range (NV),54699.627,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1141,Arrow Canyon Range,25424.153,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1142,Belted Range,26094.197,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1143,Big Sand Springs Valley,14266.338,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1144,Carson Lineament,48101.978,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1145,Big Sand Springs (center),7164.135,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1146,Steptoe (center),27815.213,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1147,Stone Cabin Valley (center),35226.383,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1148,Cherry Creek,15034.144,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1149,Clayton Valley,29324.398,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1150,Coal Mine Canyon,11416.119,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1151,Contact (north),10474.302,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1152,Contact (south),10630.185,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1153,Desatoya Mountains (north),12657.628,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1154,Double Spring Flat,9557.647,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1155,Dry Hills,21900.519,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1156,Steptoe Valley (east),19887.539,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1157,Stone Cabin Valley (east),27244.973,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1158,Eastern Carson Sink,33790.54,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1159,Eastern Columbus Salt Marsh,11496.639,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1160,Eastern Dixie Valley (north),11544.294,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1161,Eastern Dixie Valley (south),13731.251,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1162,Eastern Humboldt Range,26468.161,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1163,Eastern Jackson Mountains,19098.351,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1164,Eastern Little Smoky Valley,32399.151,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1165,Eastern Monitor Range (south),53188.349,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1166,Eastern Reveille Range,31038.842,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1167,Eastgate,21634.761,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1168,Echo Canyon,8414.986,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1169,Fish Creek Range,18805.46,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1170,Fish Lake Valley,20691.741,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1171,Gabbs Valley,7558.932,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1172,Genoa (north),26237.511,50.0,50.0,50.0,0.0,0.0,0.0,13.0,13.0,13.0
1173,Gold King,8876.745,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1174,Gumdrop Hills,52153.521,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1175,Hickison Summit,32963.382,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1177,Hot Springs Mountains,19798.514,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1178,Huntoon Valley (south),7815.345,90.0,90.0,90.0,0.0,0.0,0.0,15.0,15.0,15.0
1180,Iron Mountain,21046.837,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1182,Louderback Mountains,14370.343,70.0,70.0,70.0,0.0,0.0,0.0,15.0,15.0,15.0
1183,Maverick Springs Range (north),25671.371,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1184,Maverick Springs Range (south),21947.563,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1185,McAfee Canyon,10945.173,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1186,Mexican Butte,23502.268,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1187,Midway Hills,19049.852,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1188,Mount Callaghan,13297.599,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1189,Murphy Meadows,8071.465,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1190,Newark Valley,20995.18,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1191,Big Sand Springs (north),7369.144,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1193,Northern Monitor Valley,22386.355,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
1194,Northern Snake Mountains,20111.333,50.0,50.0,50.0,0.0,0.0,0.0,15.0,15.0,15.0
